query,results,scores,feedback,cross_entropy_loss,dcg,ideal_dcg,non_ideal_dcg,normalized_dcg,num_of_feedback,3_star,2_star,1_star
684523967,"['623517439', '628883675', '629261277', '629498957', '629828141', '630021303', '630103143', '631812241', '633642545', '633642791', '633861521', '634348061', '634947315', '635102375', '635470467', '635622545', '635944555', '636593773', '636763511', '637685263', '638970741', '680845511', '680946468', '681114269', '681174982', '681659944', '681703155', '681804132', '681823332', '681990307', '682100045', '682164103', '682610578', '682757248', '682791797', '682994163', '683021067', '683028385', '683129658', '683151128', '683160801', '683253619', '683334911', '683533877', '683705571', '683869226', '683937354', '683949543', '683981134', '684041014', '684086776', '684443652', '684559268', '684584349', '684616519', '684696745', '684840499', '684860281', '684927974']","[0.20858895705521474, 0.35582822085889576, 0.6134969325153374, 0.656441717791411, 0.6319018404907976, 0.6073619631901841, 0.6319018404907977, 0.1901840490797546, 0.5950920245398773, 0.6257668711656442, 0.6073619631901841, 0.3006134969325154, 0.17177914110429449, 0.1901840490797546, 0.2392638036809816, 0.22699386503067487, 0.21472392638036814, 0.3619631901840491, 0.20245398773006135, 0.2638036809815951, 0.12269938650306751, 0.23312883435582823, 0.4171779141104295, 0.3067484662576687, 0.0245398773006135, 0.588957055214724, 0.5521472392638037, 0.14110429447852763, 0.49693251533742333, 0.656441717791411, 0.25153374233128833, 0.14110429447852763, 0.28220858895705525, 0.3006134969325154, 0.2638036809815951, 0.28220858895705525, 0.3128834355828221, 0.29447852760736193, 0.35582822085889576, 0.5460122699386503, 0.2883435582822086, 0.32515337423312884, 0.2638036809815951, 0.14110429447852763, 0.3865030674846626, 0.20858895705521474, 0.19631901840490798, 0.16564417177914112, 0.2638036809815951, 0.16564417177914112, 0.45398773006134974, 0.28220858895705525, 0.2638036809815951, 0.245398773006135, 0.3803680981595092, 0.16564417177914112, 0.3067484662576687, 0.5153374233128835, 0.20245398773006135]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1]",0.5660918026957061,2.9283773479138406,8.275999278641494,2.57002335006667,0.062803278936488,59,1,6,52
685532408,"['623732549', '628787111', '629542609', '629930283', '630985741', '631120331', '632181755', '632290475', '632351447', '632809069', '632928131', '632943699', '633153343', '633904927', '634054269', '634530667', '635137359', '636035009', '636161483', '636190811', '636278427', '636615097', '637952319', '638758039', '639232459', '680219162', '680362181', '680546733', '680807979', '681480660', '681577773', '681889127', '682262112', '682494985', '682693183', '682805397', '683015401', '683241281', '683330255', '683433337', '683819893', '684121094', '684152857', '684158703', '684520931', '684642919', '684889940', '685369187']","[0.098159509202454, 0.588957055214724, 0.5766871165644172, 0.5950920245398773, 0.6073619631901841, 0.5705521472392638, 0.6012269938650308, 0.588957055214724, 0.5766871165644172, 0.5644171779141105, 0.588957055214724, 0.5644171779141105, 0.5828220858895705, 0.5889570552147239, 0.5766871165644172, 0.5766871165644172, 0.5766871165644172, 0.5705521472392638, 0.5705521472392638, 0.5766871165644172, 0.5766871165644172, 0.17791411042944788, 0.6012269938650308, 0.5644171779141104, 0.4233128834355828, 0.5828220858895705, 0.6134969325153374, 0.3128834355828221, 0.5705521472392638, 0.588957055214724, 0.2638036809815951, 0.6134969325153374, 0.196319018404908, 0.5828220858895705, 0.28220858895705525, 0.5950920245398773, 0.245398773006135, 0.22085889570552147, 0.21472392638036814, 0.3067484662576687, 0.20245398773006137, 0.25153374233128833, 0.5828220858895705, 0.2392638036809816, 0.4171779141104295, 0.6073619631901841, 0.5766871165644172, 0.16564417177914115]","[2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1]",0.7815768305191818,7.977532333684156,11.457448142420308,4.180071985068475,0.5218172410641942,48,5,4,39
682700560,"['628847749', '630169815', '630201671', '636590025', '636674473', '638837863', '680838621', '681010134', '681013420', '681048506', '681091286', '681158130', '681672833', '681991150', '682347212', '682379353', '682417519', '682440882', '682495208', '682495840', '682540056', '682571861', '682574622', '682576151', '682582924', '682584719', '682599484', '682611613', '682611895', '682614851', '682616440', '682617420', '682622143', '682643921', '682646902', '682647648', '682649001', '682651234', '682652021', '682657486', '682660227', '682660863', '682661336', '682661802', '682662674', '682674832', '682685073', '682696348']","[0.17791411042944788, 0.1901840490797546, 0.14110429447852763, 0.18404907975460125, 0.17177914110429449, 0.17791411042944788, 0.25153374233128833, 0.23312883435582823, 0.32515337423312884, 0.23312883435582826, 0.22085889570552147, 0.20858895705521474, 0.1901840490797546, 0.25153374233128833, 0.196319018404908, 0.15950920245398775, 0.21472392638036814, 0.147239263803681, 0.18404907975460125, 0.17791411042944788, 0.2147239263803681, 0.20858895705521474, 0.196319018404908, 0.1901840490797546, 0.20858895705521474, 0.20245398773006137, 0.15950920245398773, 0.20858895705521474, 0.20858895705521474, 0.1901840490797546, 0.1901840490797546, 0.196319018404908, 0.13496932515337426, 0.098159509202454, 0.18404907975460125, 0.14110429447852763, 0.16564417177914112, 0.15950920245398775, 0.25766871165644173, 0.20858895705521474, 0.14723926380368102, 0.12269938650306748, 0.16564417177914112, 0.14110429447852763, 0.2208588957055215, 0.17791411042944788, 0.147239263803681, 0.17791411042944785]","[1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.3257293454596257,7.358038494201261,8.845377356638178,2.700952947635171,0.7579368280196238,48,5,0,43
685210875,"['620727731', '622128359', '629369525', '631593151', '632547233', '634236515', '634500467', '634561717', '635432401', '635853995', '637189611', '637198889', '637202849', '637387533', '637691643', '638099603', '638115073', '638194543', '638626099', '638759657', '638847577', '639097063', '680893997', '680948550', '681620739', '681962359', '682055890', '682836168', '682890910', '683096862', '683722492', '683744718', '683802180', '684175843', '684222409', '684260177', '684363464', '684448991', '685089289', '685944577', '686084216', '686395275', '686474938', '686498536', '686591378', '686659178', '686689495']","[0.2760736196319019, 0.28220858895705525, 0.3067484662576687, 0.32515337423312884, 0.3128834355828221, 0.3006134969325154, 0.25766871165644173, 0.245398773006135, 0.2883435582822086, 0.3128834355828221, 0.2331288343558282, 0.20245398773006135, 0.294478527607362, 0.19631901840490798, 0.23926380368098163, 0.36809815950920244, 0.23926380368098163, 0.34355828220858897, 0.3128834355828221, 0.28220858895705525, 0.3067484662576687, 0.23312883435582826, 0.2883435582822086, 0.31288343558282206, 0.17791411042944788, 0.21472392638036814, 0.27607361963190186, 0.28220858895705525, 0.2392638036809816, 0.25153374233128833, 0.1901840490797546, 0.28220858895705525, 0.25153374233128833, 0.38650306748466257, 0.20858895705521474, 0.2392638036809816, 0.2638036809815951, 0.2515337423312884, 0.31288343558282206, 0.20245398773006137, 0.20858895705521474, 0.1901840490797546, 0.1901840490797546, 0.245398773006135, 0.2147239263803681, 0.06748466257668713, 0.1901840490797546]","[2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2]",0.6211509869340114,4.3825321810538815,9.64500456747895,4.058854342054231,0.057942917024763826,47,0,11,36
681566155,"['628802159', '629808381', '629942723', '631252377', '631501775', '632103381', '632133395', '632526835', '632567221', '632585695', '632895729', '633306865', '634181913', '634610201', '636004457', '636883293', '637001093', '637864875', '637945419', '638308445', '639150303', '680233855', '680719460', '680815221', '680841944', '680855800', '680928878', '680987872', '681019631', '681310821', '681417811', '681481206', '681537910', '681592353', '681633832', '681675893', '681715262', '681758486', '681767274', '681861584', '681870519', '681980889', '682140104', '682218309', '682570354', '682647059']","[0.17177914110429449, 0.20858895705521474, 0.22085889570552147, 0.11656441717791413, 0.196319018404908, 0.1226993865030675, 0.147239263803681, 0.2147239263803681, 0.16564417177914112, 0.11656441717791413, 0.15950920245398775, 0.14723926380368102, 0.049079754601226995, 0.15950920245398773, 0.098159509202454, 0.06748466257668713, 0.17177914110429449, 0.147239263803681, 0.1901840490797546, 0.196319018404908, 0.23926380368098163, 0.20245398773006137, 0.147239263803681, 0.147239263803681, 0.18404907975460122, 0.17177914110429449, 0.21472392638036814, 0.15337423312883436, 0.14110429447852763, 0.20858895705521474, 0.196319018404908, 0.18404907975460127, 0.1901840490797546, 0.20245398773006137, 0.07975460122699388, 0.16564417177914112, 0.18404907975460125, 0.19631901840490798, 0.21472392638036814, 0.1901840490797546, 0.1288343558282209, 0.22699386503067487, 0.17791411042944788, 0.20858895705521474, 0.15337423312883436, 0.15337423312883436]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.22675746172189498,0.37580364941821515,2.0,0.3600626533133853,0.009598535051740555,46,0,1,45
684066972,"['628539455', '628752373', '629173897', '629424493', '629797941', '630077905', '630926833', '631417237', '631832985', '632443841', '633021591', '633130961', '633139513', '633270391', '634021195', '634101163', '634247075', '635638275', '635792833', '636304121', '638063411', '680224277', '680554173', '681672369', '681765817', '681848109', '682068019', '682488407', '682564558', '682644171', '682685654', '683341069', '683451228', '683484053', '683685931', '683788523', '683838162', '684296100', '684354902', '684361906', '684392021', '684629952', '684670159', '684692638', '684902820']","[0.49693251533742333, 0.4110429447852761, 0.6871165644171779, 0.7484662576687118, 0.6748466257668713, 0.6441717791411044, 0.5889570552147239, 0.5521472392638037, 0.6748466257668713, 0.6871165644171779, 0.6134969325153374, 0.7546012269938651, 0.4294478527607362, 0.6441717791411044, 0.3803680981595092, 0.4171779141104295, 0.6196319018404909, 0.50920245398773, 0.6319018404907975, 0.4478527607361963, 0.45398773006134974, 0.6441717791411044, 0.5644171779141105, 0.6257668711656441, 0.6441717791411044, 0.6748466257668713, 0.6196319018404908, 0.4294478527607362, 0.6503067484662577, 0.44171779141104295, 0.6441717791411044, 0.5950920245398774, 0.5521472392638037, 0.5398773006134969, 0.5337423312883436, 0.6073619631901841, 0.41104294478527603, 0.7607361963190185, 0.6073619631901841, 0.6993865030674846, 0.6073619631901841, 0.196319018404908, 0.1288343558282209, 0.22699386503067487, 0.656441717791411]","[1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8188763975096617,2.8384881635348327,6.1232126232897,1.6422197594046768,0.26696503218552115,45,1,3,41
682702095,"['629606675', '630520353', '630590067', '631449285', '631501381', '631906229', '634376385', '634478447', '634839281', '635515417', '635517773', '636588071', '636982061', '637604733', '638022033', '638157815', '638896855', '680008393', '680235666', '680262402', '680277142', '680308758', '680394035', '680408566', '680457250', '681533095', '681638252', '681719176', '681760699', '681772845', '681960175', '681981962', '682127818', '682322435', '682323293', '682392517', '682400121', '682418585', '682438187', '682539298', '682617726', '682642627', '682695161', '682700073']","[0.5582822085889572, 0.5460122699386503, 0.6748466257668712, 0.6012269938650308, 0.5828220858895705, 0.5460122699386503, 0.5214723926380368, 0.656441717791411, 0.5398773006134969, 0.6809815950920246, 0.6012269938650306, 0.6380368098159509, 0.5889570552147239, 0.6503067484662577, 0.39877300613496935, 0.49079754601226994, 0.6748466257668712, 0.4294478527607362, 0.6073619631901841, 0.6012269938650308, 0.6380368098159509, 0.6319018404907976, 0.34355828220858897, 0.5766871165644172, 0.5521472392638037, 0.5828220858895705, 0.5950920245398773, 0.6257668711656442, 0.5521472392638037, 0.6073619631901841, 0.6012269938650306, 0.638036809815951, 0.6012269938650306, 0.6134969325153374, 0.6012269938650308, 0.588957055214724, 0.7055214723926381, 0.6380368098159509, 0.5521472392638037, 0.638036809815951, 0.6012269938650308, 0.5705521472392638, 0.6625766871165644, 0.2576687116564418]","[1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.8206887612915152,5.158495871002528,7.275999278641495,2.597499206825136,0.5473969487795952,44,0,7,37
685193925,"['621275191', '624341237', '630209059', '633777783', '633881697', '633900975', '634537393', '634543529', '634567725', '634788575', '634982361', '636054073', '636078741', '636200527', '637325515', '637782431', '638027619', '638206457', '638493353', '638506235', '638789785', '638944507', '639184427', '680138145', '680356423', '680505257', '680510609', '680581489', '681110450', '681435301', '681528909', '681681531', '681855441', '682623435', '682625044', '682826222', '683350792', '683422280', '684003821', '684103844', '684888008', '685308044', '685899295']","[0.40490797546012275, 0.4110429447852761, 0.36809815950920244, 0.3067484662576687, 0.3742331288343559, 0.26993865030674846, 0.3067484662576687, 0.3619631901840491, 0.28220858895705525, 0.31901840490797545, 0.3496932515337423, 0.4049079754601227, 0.34355828220858897, 0.3312883435582822, 0.3067484662576687, 0.28834355828220865, 0.3006134969325154, 0.39263803680981596, 0.34969325153374237, 0.44171779141104295, 0.33128834355828224, 0.3067484662576687, 0.34355828220858897, 0.3128834355828221, 0.3803680981595092, 0.3619631901840491, 0.37423312883435583, 0.33128834355828224, 0.39263803680981596, 0.4049079754601227, 0.28220858895705525, 0.32515337423312884, 0.4049079754601227, 0.3067484662576687, 0.2883435582822086, 0.26993865030674846, 0.3312883435582822, 0.38650306748466257, 0.3496932515337423, 0.32515337423312884, 0.34355828220858897, 0.3128834355828221, 0.31288343558282206]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",0.43853018148082407,0.6,3.0,0.5495077527409008,0.020604940625939656,43,1,0,42
682327202,"['628759865', '629116701', '629143259', '630010973', '630065737', '630107481', '630118321', '630951851', '631467203', '631820985', '632073777', '632566371', '633594743', '633858049', '635129061', '635482409', '636144179', '637331811', '637449171', '637964913', '637989971', '638859897', '638969903', '639018019', '680209002', '680440041', '681067743', '681101540', '681113472', '681194007', '681200732', '681465571', '681601883', '681602572', '681627479', '681937918', '681984453', '682249171', '682347756', '682436713', '682570424', '682650736']","[0.6073619631901841, 0.47239263803680986, 0.7116564417177914, 0.6012269938650306, 0.5030674846625767, 0.5705521472392638, 0.4785276073619632, 0.5950920245398773, 0.5030674846625767, 0.5521472392638037, 0.6319018404907976, 0.32515337423312884, 0.4969325153374234, 0.49079754601227, 0.5521472392638036, 0.5766871165644172, 0.6319018404907975, 0.5398773006134969, 0.6319018404907976, 0.245398773006135, 0.4601226993865031, 0.5950920245398774, 0.5460122699386503, 0.5766871165644172, 0.5337423312883436, 0.5398773006134969, 0.4785276073619632, 0.588957055214724, 0.6196319018404909, 0.5030674846625767, 0.5521472392638037, 0.558282208588957, 0.5582822085889572, 0.588957055214724, 0.4785276073619632, 0.5460122699386504, 0.6196319018404908, 0.5950920245398773, 0.5766871165644172, 0.558282208588957, 0.5214723926380368, 0.5521472392638036]","[3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.7603609891683707,4.75,6.392789260714372,1.6691708034090553,0.652218045220457,42,3,0,39
686361915,"['620601445', '622148989', '635827379', '638995773', '685857174', '685862594', '685875671', '685896210', '685899392', '685951836', '685976102', '685996426', '686049834', '686058817', '686067707', '686082751', '686092124', '686095308', '686099627', '686101214', '686106150', '686110888', '686138148', '686150045', '686207634', '686228085', '686285894', '686287998', '686288047', '686291084', '686313199', '686327195', '686344335', '686346575', '686358471', '686358576', '686360233', '686366948', '686432215']","[0.3190184049079755, 0.3865030674846626, 0.2208588957055215, 0.4355828220858896, 0.38650306748466257, 0.29447852760736204, 0.3190184049079755, 0.3190184049079755, 0.3006134969325154, 0.2883435582822086, 0.4171779141104295, 0.2638036809815951, 0.32515337423312884, 0.29447852760736193, 0.3312883435582822, 0.3619631901840491, 0.25153374233128833, 0.2883435582822086, 0.32515337423312884, 0.3558282208588957, 0.23312883435582826, 0.2883435582822086, 0.2699386503067485, 0.245398773006135, 0.26993865030674846, 0.36809815950920244, 0.3128834355828221, 0.3190184049079755, 0.32515337423312884, 0.2392638036809816, 0.25766871165644173, 0.1226993865030675, 0.25766871165644173, 0.25766871165644173, 0.245398773006135, 0.3803680981595092, 0.25153374233128833, 0.2883435582822086, 0.4294478527607362]","[3, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]",0.45617078474930434,7.412578349042326,8.740262365546284,2.8636490809934876,0.7740732710804886,39,3,3,33
